Дата продажи,Код номенклатуры,sales,returns,net_sales,avg_price
2026-01-05,218456964,2,0.0,2.0,401.0
2026-01-05,219033581,9,0.0,9.0,1928.0744444444442
2026-01-05,219037028,4,1.0,3.0,1968.055
2026-01-05,220783118,15,0.0,15.0,1955.3053333333335
2026-01-05,220783121,7,0.0,7.0,2090.0
2026-01-05,220783128,4,0.0,4.0,1880.0
2026-01-05,220783129,3,0.0,3.0,1924.0
2026-01-05,220796910,7,0.0,7.0,1076.4285714285713
2026-01-05,220796916,17,1.0,16.0,1184.0
2026-01-05,220796924,6,0.0,6.0,1116.0
2026-01-05,220796929,8,0.0,8.0,1052.0
2026-01-05,221216505,2,0.0,2.0,1861.0
2026-01-05,221216935,4,0.0,4.0,1858.0
2026-01-05,221217363,6,0.0,6.0,1138.9816666666668
2026-01-05,223302777,2,1.0,1.0,1076.0
2026-01-05,223615358,1,1.0,0.0,1865.0
2026-01-05,225505021,1,0.0,1.0,540.0
2026-01-05,248166626,21,1.0,20.0,1608.9819047619048
2026-01-05,248173261,10,0.0,10.0,1448.104
2026-01-05,248591628,2,0.0,2.0,1497.0
2026-01-05,248591629,2,0.0,2.0,1848.0
2026-01-05,248639013,23,2.0,21.0,1501.0039130434782
2026-01-05,251889892,5,0.0,5.0,1496.0
2026-01-05,253236688,10,0.0,10.0,1939.2
2026-01-05,253237666,19,0.0,19.0,2000.608947368421
2026-01-05,258834337,88,1.0,87.0,1153.5992045454545
2026-01-05,258834339,1,0.0,1.0,1118.0
2026-01-05,258836990,66,0.0,66.0,1155.856119402985
2026-01-05,258836991,7,0.0,7.0,1702.0
2026-01-05,258850894,73,0.0,73.0,682.6126027397261
2026-01-05,262595711,20,0.0,20.0,1164.999
2026-01-05,262595712,1,0.0,1.0,1726.0
2026-01-05,262596137,21,0.0,21.0,1208.7142857142858
2026-01-05,262596138,5,0.0,5.0,1665.0
2026-01-05,273080437,1,0.0,1.0,1130.0
2026-01-05,278278778,13,0.0,13.0,1818.9285714285713
2026-01-05,278837827,3,0.0,3.0,980.0
2026-01-05,279005801,2,0.0,2.0,1925.0
2026-01-05,279007387,3,0.0,3.0,1925.0
2026-01-05,296818633,19,2.0,17.0,1158.9910526315791
2026-01-05,300294506,2,0.0,2.0,1463.0
2026-01-05,300294507,4,0.0,4.0,1200.0
2026-01-05,316614621,2,0.0,2.0,520.0
2026-01-05,331575074,2,1.0,1.0,1040.0
2026-01-05,337308569,7,0.0,7.0,1339.0342857142857
2026-01-05,366760796,1,0.0,1.0,431.0
2026-01-05,366813879,1,0.0,1.0,751.62
2026-01-05,366813884,10,0.0,10.0,396.09499999999997
2026-01-05,366813888,1,0.0,1.0,517.0
2026-01-05,366813891,2,0.0,2.0,429.0
2026-01-05,366813893,1,0.0,1.0,447.9
2026-01-05,366813897,1,0.0,1.0,372.0
2026-01-05,366822992,2,0.0,2.0,389.5
2026-01-05,366822994,1,0.0,1.0,416.0
2026-01-05,366822996,3,0.0,3.0,501.29333333333335
2026-01-05,370413854,3,0.0,3.0,926.0
2026-01-05,377242345,5,0.0,5.0,529.0
2026-01-05,384494968,2,0.0,2.0,750.0
2026-01-05,412079857,1,0.0,1.0,592.0
2026-01-05,444461581,14,0.0,14.0,1828.9442857142858
2026-01-05,462878720,1,0.0,1.0,741.0
2026-01-05,467007550,2,0.0,2.0,1539.95
2026-01-05,468506772,4,0.0,4.0,1602.0
2026-01-05,468506773,2,0.0,2.0,1785.0
2026-01-05,471342171,3,0.0,3.0,2928.023333333333
2026-01-05,474397318,16,1.0,15.0,1784.975
2026-01-05,474629420,17,0.0,17.0,1607.5
2026-01-05,475748707,1,0.0,1.0,1601.0
2026-01-05,475759397,14,3.0,11.0,1803.0
2026-01-05,480012919,1,0.0,1.0,972.02
2026-01-05,504801009,22,6.0,16.0,952.2718181818182
2026-01-05,516856408,14,2.0,12.0,2327.0
2026-01-05,516856409,3,0.0,3.0,1846.1033333333332
2026-01-05,528912182,42,0.0,42.0,1314.0
2026-01-05,528912186,35,0.0,35.0,1168.6544736842106
2026-01-05,528912198,27,0.0,27.0,556.6385185185185
2026-01-05,541096165,1,1.0,0.0,2242.0
2026-01-05,541096166,10,1.0,9.0,2280.0
2026-01-05,541096167,6,0.0,6.0,1740.0
2026-01-05,549254419,18,0.0,18.0,1632.0005555555554
2026-01-05,585840779,2,0.0,2.0,1175.975
2026-01-05,585840780,7,0.0,7.0,976.8857142857142
2026-01-05,585840782,3,0.0,3.0,1000.0
2026-01-05,585840783,15,0.0,15.0,949.9979999999999
2026-01-05,649988707,10,0.0,10.0,2069.991
2026-01-05,681642682,1,0.0,1.0,2100.0
2026-01-05,724729234,1,0.0,1.0,2160.0
2026-01-06,219033581,8,0.0,8.0,1924.25
2026-01-06,219037028,2,1.0,1.0,1988.5
2026-01-06,220673471,1,0.0,1.0,2337.0
2026-01-06,220783118,18,0.0,18.0,1927.0283333333334
2026-01-06,220783121,2,0.0,2.0,2090.0
2026-01-06,220783128,7,0.0,7.0,1914.2857142857142
2026-01-06,220796910,3,1.0,2.0,1085.0
2026-01-06,220796916,24,1.0,23.0,1159.3310416666668
2026-01-06,220796924,10,0.0,10.0,1116.0
2026-01-06,220796929,9,0.0,9.0,1052.0422222222223
2026-01-06,221216505,2,0.0,2.0,1861.065
2026-01-06,221216935,2,1.0,1.0,1858.0
2026-01-06,221217363,7,0.0,7.0,1139.0
2026-01-06,223302777,8,0.0,8.0,1076.13625
2026-01-06,223611903,2,0.0,2.0,1680.0
2026-01-06,223615358,4,0.0,4.0,1865.0
2026-01-06,247803776,1,0.0,1.0,986.0
2026-01-06,248166626,18,0.0,18.0,1613.2038888888887
2026-01-06,248173261,17,3.0,14.0,1376.0
2026-01-06,248591628,4,0.0,4.0,1496.8775
2026-01-06,248591629,2,0.0,2.0,1848.0
2026-01-06,248639013,17,1.0,16.0,1586.894117647059
2026-01-06,248639014,2,0.0,2.0,742.5
2026-01-06,251889892,5,0.0,5.0,1478.0
2026-01-06,253236688,7,0.0,7.0,1974.8585714285714
2026-01-06,253237666,15,0.0,15.0,2013.4666666666667
2026-01-06,258834337,102,0.0,102.0,1129.579411764706
2026-01-06,258836990,90,0.0,90.0,1141.6586813186814
2026-01-06,258850894,67,0.0,67.0,680.0844776119402
2026-01-06,258850896,1,0.0,1.0,1210.0
2026-01-06,262595711,18,0.0,18.0,1134.2766666666666
2026-01-06,262595712,3,0.0,3.0,1726.0
2026-01-06,262596137,27,0.0,27.0,1215.817037037037
2026-01-06,262596138,8,0.0,8.0,1665.0
2026-01-06,266671578,1,0.0,1.0,1147.0
2026-01-06,273080437,1,0.0,1.0,1130.0
2026-01-06,278278778,10,0.0,10.0,1991.0
2026-01-06,279005801,3,0.0,3.0,1925.0
2026-01-06,279007387,1,0.0,1.0,1925.0
2026-01-06,296818633,22,1.0,21.0,1159.010909090909
2026-01-06,300294506,9,2.0,7.0,1463.0
2026-01-06,300294507,3,0.0,3.0,1200.0
2026-01-06,316614615,1,0.0,1.0,560.35
2026-01-06,331575074,1,0.0,1.0,1040.0
2026-01-06,337308569,1,0.0,1.0,1339.0
2026-01-06,366760796,1,0.0,1.0,431.0
2026-01-06,366813879,1,0.0,1.0,751.64
2026-01-06,366813884,5,1.0,4.0,396.0
2026-01-06,366813893,1,0.0,1.0,448.0
2026-01-06,366822992,5,0.0,5.0,405.9
2026-01-06,366822996,3,0.0,3.0,484.3
2026-01-06,370413854,4,0.0,4.0,926.0
2026-01-06,377242343,1,0.0,1.0,424.99
2026-01-06,377242345,4,0.0,4.0,529.0
2026-01-06,384494968,4,0.0,4.0,750.0
2026-01-06,412079857,1,0.0,1.0,591.37
2026-01-06,444461581,22,1.0,21.0,1668.8636363636363
2026-01-06,467007550,5,0.0,5.0,1540.096
2026-01-06,468506772,4,0.0,4.0,1201.5
2026-01-06,468506773,3,0.0,3.0,1784.8666666666668
2026-01-06,471342171,5,2.0,3.0,2928.0
2026-01-06,474397318,17,2.0,15.0,1469.9735294117647
2026-01-06,474629420,11,0.0,11.0,1554.6272727272728
2026-01-06,475748707,2,0.0,2.0,1600.435
2026-01-06,475759397,12,1.0,11.0,1652.6983333333335
2026-01-06,480012919,1,1.0,0.0,972.0
2026-01-06,488493915,2,0.0,2.0,2097.875
2026-01-06,504801009,15,2.0,13.0,953.3566666666667
2026-01-06,516856408,18,1.0,17.0,2197.722222222222
2026-01-06,516856409,7,0.0,7.0,263.7142857142857
2026-01-06,528912182,59,0.0,59.0,1289.2721666666666
2026-01-06,528912186,47,0.0,47.0,1236.7551063829787
2026-01-06,528912198,40,0.0,40.0,567.2
2026-01-06,541096165,7,0.0,7.0,1601.4285714285713
2026-01-06,541096166,8,0.0,8.0,2280.0
2026-01-06,541096167,4,0.0,4.0,1739.99
2026-01-06,549254419,33,0.0,33.0,1632.020303030303
2026-01-06,585840779,1,0.0,1.0,1176.0
2026-01-06,585840780,8,2.0,6.0,976.95625
2026-01-06,585840782,3,0.0,3.0,1000.0
2026-01-06,585840783,9,0.0,9.0,950.0
2026-01-06,649988707,6,0.0,6.0,2066.6666666666665
2026-01-06,681642682,3,0.0,3.0,2000.0
2026-01-06,724729234,3,0.0,3.0,2160.0
2026-01-07,218456964,1,0.0,1.0,401.0
2026-01-07,219033581,6,0.0,6.0,1922.0
2026-01-07,219037028,1,0.0,1.0,2009.0
2026-01-07,220783118,12,0.0,12.0,1987.0825000000002
2026-01-07,220783121,1,0.0,1.0,2090.0
2026-01-07,220783128,7,0.0,7.0,1891.4342857142858
2026-01-07,220796910,4,0.0,4.0,1085.0
2026-01-07,220796916,15,0.0,15.0,1183.9853333333333
2026-01-07,220796924,6,0.0,6.0,1116.0
2026-01-07,220796929,10,0.0,10.0,1052.038
2026-01-07,221216505,3,0.0,3.0,1861.0
2026-01-07,221216935,3,0.0,3.0,1858.0
2026-01-07,221217363,7,0.0,7.0,1138.9957142857143
2026-01-07,223302777,5,0.0,5.0,1076.0
2026-01-07,223611903,2,0.0,2.0,1680.0
2026-01-07,223615358,1,0.0,1.0,1865.0
2026-01-07,247803776,1,0.0,1.0,986.0
2026-01-07,248166626,9,0.0,9.0,1463.3
2026-01-07,248173261,10,0.0,10.0,1455.627
2026-01-07,248591628,2,0.0,2.0,1497.0
2026-01-07,248591629,2,0.0,2.0,1848.0
2026-01-07,248639013,25,0.0,25.0,1620.48
2026-01-07,251889892,2,0.0,2.0,1523.0
2026-01-07,251889894,4,1.0,3.0,1538.6
2026-01-07,253236688,11,0.0,11.0,1823.99
2026-01-07,253237666,13,0.0,13.0,2010.856923076923
2026-01-07,258834337,71,0.0,71.0,1037.1719178082192
2026-01-07,258834339,6,0.0,6.0,1222.1666666666667
2026-01-07,258836990,63,0.0,63.0,1097.36953125
2026-01-07,258836991,4,0.0,4.0,1703.965
2026-01-07,258850894,43,0.0,43.0,659.4772727272727
2026-01-07,258850896,1,0.0,1.0,1210.0
2026-01-07,262595711,14,0.0,14.0,1044.732
2026-01-07,262596137,21,0.0,21.0,1189.0061904761906
2026-01-07,262596138,3,0.0,3.0,1665.0
2026-01-07,273080437,1,0.0,1.0,1130.0
2026-01-07,278278778,16,0.0,16.0,2014.375
2026-01-07,278837827,1,2.0,-1.0,980.0
2026-01-07,296818633,18,0.0,18.0,1159.0
2026-01-07,300294506,1,1.0,0.0,1538.0
2026-01-07,300294507,2,1.0,1.0,1238.5
2026-01-07,316614614,1,0.0,1.0,507.0
2026-01-07,337308569,7,1.0,6.0,1397.8742857142856
2026-01-07,366813884,5,0.0,5.0,396.084
2026-01-07,366822992,3,0.0,3.0,403.1666666666667
2026-01-07,366822994,2,0.0,2.0,416.0
2026-01-07,370413854,3,0.0,3.0,925.8933333333333
2026-01-07,377242345,7,0.0,7.0,462.875
2026-01-07,384494968,1,0.0,1.0,750.0
2026-01-07,384494969,2,0.0,2.0,798.0
2026-01-07,412077130,1,0.0,1.0,534.0
2026-01-07,444461581,9,2.0,7.0,1880.741111111111
2026-01-07,451093485,1,0.0,1.0,738.0
2026-01-07,467007550,3,1.0,2.0,1540.0
2026-01-07,468506772,1,0.0,1.0,1602.0
2026-01-07,468506773,1,0.0,1.0,1785.0
2026-01-07,471342171,2,1.0,1.0,2928.0
2026-01-07,474397318,20,0.0,20.0,1784.997
2026-01-07,474629420,9,1.0,8.0,1725.0
2026-01-07,475748707,1,0.0,1.0,1601.0
2026-01-07,475759397,9,0.0,9.0,1802.9311111111112
2026-01-07,488493915,2,0.0,2.0,2098.2
2026-01-07,504801009,13,1.0,12.0,949.9953846153846
2026-01-07,516856408,13,0.0,13.0,2327.0
2026-01-07,516856409,8,0.0,8.0,1846.03875
2026-01-07,528912182,44,0.0,44.0,1300.7272727272727
2026-01-07,528912186,30,0.0,30.0,1171.1636666666668
2026-01-07,528912198,26,0.0,26.0,541.1415384615385
2026-01-07,541096165,3,0.0,3.0,2242.0
2026-01-07,541096166,4,1.0,3.0,2280.0
2026-01-07,541096167,3,0.0,3.0,1740.0
2026-01-07,549254419,28,0.0,28.0,1632.0542857142857
2026-01-07,585840779,1,0.0,1.0,1176.0
2026-01-07,585840780,6,0.0,6.0,976.835
2026-01-07,585840782,5,0.0,5.0,1000.0
2026-01-07,585840783,7,0.0,7.0,949.9957142857144
2026-01-07,649988707,9,0.0,9.0,2077.777777777778
2026-01-07,681642682,2,0.0,2.0,2000.0
2026-01-07,724729234,2,0.0,2.0,2160.0
2026-01-08,218456964,2,0.0,2.0,401.0
2026-01-08,219033581,8,0.0,8.0,1937.75
2026-01-08,220783118,13,0.0,13.0,1867.152857142857
2026-01-08,220783121,3,0.0,3.0,1567.5
2026-01-08,220783128,6,0.0,6.0,1960.0
2026-01-08,220796910,4,0.0,4.0,1084.9975
2026-01-08,220796916,18,0.0,18.0,1183.9955555555555
2026-01-08,220796924,10,0.0,10.0,1115.9959999999999
2026-01-08,220796929,5,0.0,5.0,1052.0
2026-01-08,221216505,1,0.0,1.0,1861.0
2026-01-08,221216935,4,0.0,4.0,1858.0
2026-01-08,221217363,6,0.0,6.0,1139.0
2026-01-08,223302777,12,0.0,12.0,1075.985
2026-01-08,223611903,1,0.0,1.0,1680.0
2026-01-08,247803776,1,0.0,1.0,986.0
2026-01-08,248166626,9,0.0,9.0,1659.6666666666667
2026-01-08,248173261,12,0.0,12.0,1473.3908333333331
2026-01-08,248591628,4,0.0,4.0,1624.5
2026-01-08,248591629,3,0.0,3.0,1959.9766666666667
2026-01-08,248639013,26,1.0,25.0,1721.0584615384614
2026-01-08,248639014,1,0.0,1.0,1485.0
2026-01-08,251889892,6,0.0,6.0,1508.0316666666668
2026-01-08,251889894,3,0.0,3.0,1955.0
2026-01-08,253236688,4,0.0,4.0,1944.0
2026-01-08,253237666,13,0.0,13.0,2015.7084615384615
2026-01-08,258834337,73,0.0,73.0,1070.1794594594594
2026-01-08,258834339,2,0.0,2.0,1118.0
2026-01-08,258836990,50,0.0,50.0,1102.6112
2026-01-08,258836991,1,0.0,1.0,1702.0
2026-01-08,258850894,38,0.0,38.0,676.9064102564103
2026-01-08,262595711,16,0.0,16.0,1121.875
2026-01-08,262596137,11,0.0,11.0,1189.000909090909
2026-01-08,262596138,5,0.0,5.0,1665.0
2026-01-08,273080436,1,0.0,1.0,1069.0
2026-01-08,278278778,10,0.0,10.0,1979.9959999999999
2026-01-08,278837544,1,0.0,1.0,1187.0
2026-01-08,279007387,1,0.0,1.0,1925.0
2026-01-08,296818633,11,2.0,9.0,1159.020909090909
2026-01-08,300294506,3,0.0,3.0,1512.8500000000001
2026-01-08,300294507,3,0.0,3.0,1200.0
2026-01-08,315032004,1,0.0,1.0,860.0
2026-01-08,316614621,1,0.0,1.0,520.0
2026-01-08,331575073,1,0.0,1.0,524.0
2026-01-08,337308569,5,0.0,5.0,1503.8
2026-01-08,366813884,13,0.0,13.0,396.0
2026-01-08,366813891,1,0.0,1.0,429.0
2026-01-08,366822992,3,0.0,3.0,403.1666666666667
2026-01-08,366822994,2,0.0,2.0,416.185
2026-01-08,377242343,1,0.0,1.0,424.92
2026-01-08,377242345,4,0.0,4.0,529.0
2026-01-08,384494968,3,0.0,3.0,750.0
2026-01-08,384494969,1,0.0,1.0,798.0
2026-01-08,412079855,1,0.0,1.0,585.81
2026-01-08,444461581,20,1.0,19.0,1872.5349999999999
2026-01-08,467007550,2,0.0,2.0,1539.95
2026-01-08,468506772,2,0.0,2.0,1602.0
2026-01-08,468506773,1,0.0,1.0,1785.0
2026-01-08,471342171,3,0.0,3.0,2928.0
2026-01-08,474397318,20,0.0,20.0,1785.0
2026-01-08,474629420,10,0.0,10.0,1718.9950000000001
2026-01-08,475748707,1,0.0,1.0,1601.0
2026-01-08,475759397,14,0.0,14.0,1802.9542857142858
2026-01-08,504801009,6,3.0,3.0,950.0
2026-01-08,516856408,10,2.0,8.0,2327.0
2026-01-08,516856409,2,0.0,2.0,1846.0
2026-01-08,528912182,31,0.0,31.0,1245.7093548387097
2026-01-08,528912186,22,2.0,20.0,1124.6563636363635
2026-01-08,528912198,15,0.0,15.0,536.0146666666667
2026-01-08,541096165,2,0.0,2.0,2242.0
2026-01-08,541096166,12,0.0,12.0,2279.994166666667
2026-01-08,541096167,6,1.0,5.0,1740.0
2026-01-08,549254419,21,1.0,20.0,1632.0
2026-01-08,585840779,1,0.0,1.0,1176.0
2026-01-08,585840780,3,0.0,3.0,977.0
2026-01-08,585840782,3,0.0,3.0,1000.0
2026-01-08,585840783,4,0.0,4.0,950.0
2026-01-08,649988707,6,0.0,6.0,2100.0
2026-01-08,724729234,1,0.0,1.0,2160.0
2026-01-09,218456964,3,0.0,3.0,401.00333333333333
2026-01-09,219033581,3,0.0,3.0,1958.0
2026-01-09,219037028,3,0.0,3.0,1995.3333333333333
2026-01-09,220457414,1,0.0,1.0,280.0
2026-01-09,220783118,8,0.0,8.0,2040.01
2026-01-09,220783121,2,0.0,2.0,2090.0
2026-01-09,220783128,5,0.0,5.0,1960.0080000000003
2026-01-09,220783129,1,0.0,1.0,1924.0
2026-01-09,220796910,2,0.0,2.0,1085.0
2026-01-09,220796916,16,0.0,16.0,1183.993125
2026-01-09,220796924,16,0.0,16.0,1116.0
2026-01-09,220796929,7,0.0,7.0,1052.0
2026-01-09,221216505,1,0.0,1.0,1861.0
2026-01-09,221216935,7,0.0,7.0,1858.0628571428572
2026-01-09,221217363,9,0.0,9.0,1139.0
2026-01-09,223302777,5,1.0,4.0,1076.0
2026-01-09,223609980,1,0.0,1.0,1110.0
2026-01-09,223611903,1,0.0,1.0,1680.0
2026-01-09,223615358,1,0.0,1.0,1865.0
2026-01-09,225497817,1,0.0,1.0,417.0
2026-01-09,247803776,4,0.0,4.0,986.0
2026-01-09,248166626,15,0.0,15.0,1644.4193333333335
2026-01-09,248173261,14,0.0,14.0,1491.4285714285713
2026-01-09,248591628,5,0.0,5.0,1548.0
2026-01-09,248639013,23,0.0,23.0,1718.7421739130434
2026-01-09,251889892,3,1.0,2.0,1508.0
2026-01-09,251889894,3,0.0,3.0,1912.6666666666667
2026-01-09,253236688,3,0.0,3.0,2016.0
2026-01-09,253237666,11,0.0,11.0,2024.3245454545454
2026-01-09,258834337,58,0.0,58.0,1065.8891379310344
2026-01-09,258834339,4,0.0,4.0,1272.3975
2026-01-09,258836990,56,0.0,56.0,1076.3755357142857
2026-01-09,258836991,2,0.0,2.0,1702.0
2026-01-09,258850894,29,0.0,29.0,643.7919999999999
2026-01-09,262595711,16,0.0,16.0,1118.9375
2026-01-09,262595712,1,0.0,1.0,1726.0
2026-01-09,262596137,13,0.0,13.0,1189.0
2026-01-09,262596138,4,0.0,4.0,1665.0
2026-01-09,278278778,9,0.0,9.0,1986.111111111111
2026-01-09,278837827,1,0.0,1.0,980.0
2026-01-09,279005801,1,0.0,1.0,1925.0
2026-01-09,296818633,14,0.0,14.0,1158.9878571428571
2026-01-09,300294506,3,0.0,3.0,1538.0
2026-01-09,300294507,4,1.0,3.0,1219.085
2026-01-09,331575075,1,0.0,1.0,1047.0
2026-01-09,337308569,4,0.0,4.0,1545.0
2026-01-09,366760796,2,0.0,2.0,431.0
2026-01-09,366813879,1,0.0,1.0,752.0
2026-01-09,366813884,13,1.0,12.0,396.0
2026-01-09,366813891,2,0.0,2.0,429.0
2026-01-09,366813893,1,0.0,1.0,448.0
2026-01-09,366813897,1,0.0,1.0,372.0
2026-01-09,366822992,3,0.0,3.0,403.1666666666667
2026-01-09,366822994,2,0.0,2.0,416.0
2026-01-09,366822996,3,0.0,3.0,492.65000000000003
2026-01-09,370413854,3,0.0,3.0,925.9033333333333
2026-01-09,377242345,4,0.0,4.0,529.0
2026-01-09,377242549,2,0.0,2.0,901.755
2026-01-09,398499015,1,0.0,1.0,600.0
2026-01-09,444461581,12,2.0,10.0,1895.25
2026-01-09,467007550,3,0.0,3.0,1540.0
2026-01-09,468506772,1,0.0,1.0,1602.15
2026-01-09,468506773,3,0.0,3.0,1785.0
2026-01-09,471342171,6,0.0,6.0,2928.03
2026-01-09,474397318,18,1.0,17.0,1784.9777777777776
2026-01-09,474629420,9,0.0,9.0,1744.9944444444445
2026-01-09,475759397,17,2.0,15.0,1803.0
2026-01-09,488493915,2,0.0,2.0,2098.0
2026-01-09,504801009,13,0.0,13.0,957.6923076923077
2026-01-09,516856408,16,1.0,15.0,2326.971875
2026-01-09,528912182,41,0.0,41.0,1224.7831707317073
2026-01-09,528912186,27,0.0,27.0,1096.2014814814813
2026-01-09,528912198,20,0.0,20.0,539.35
2026-01-09,541096165,2,0.0,2.0,2242.26
2026-01-09,541096166,4,1.0,3.0,2279.9674999999997
2026-01-09,541096167,3,0.0,3.0,1740.0
2026-01-09,549254419,9,1.0,8.0,1632.0
2026-01-09,585840780,3,0.0,3.0,977.0
2026-01-09,585840782,2,1.0,1.0,1000.0
2026-01-09,585840783,5,0.0,5.0,950.0020000000001
2026-01-09,649988707,7,0.0,7.0,2043.0742857142857
2026-01-09,681642682,3,0.0,3.0,2100.0
2026-01-09,724729234,3,0.0,3.0,2160.0
2026-01-10,218456964,4,1.0,3.0,401.12
2026-01-10,219033581,6,0.0,6.0,1949.0
2026-01-10,220783118,3,1.0,2.0,1997.6666666666667
2026-01-10,220783121,5,0.0,5.0,2090.0
2026-01-10,220783128,7,0.0,7.0,1937.1371428571426
2026-01-10,220796910,7,0.0,7.0,949.375
2026-01-10,220796916,9,2.0,7.0,1065.611
2026-01-10,220796924,13,1.0,12.0,1116.0
2026-01-10,220796929,6,0.0,6.0,1052.0
2026-01-10,221216505,1,0.0,1.0,1861.0
2026-01-10,221216935,1,0.0,1.0,1858.0
2026-01-10,221217363,8,0.0,8.0,1139.0
2026-01-10,223302777,3,0.0,3.0,1076.0
2026-01-10,223611903,2,0.0,2.0,1680.0
2026-01-10,247803776,3,0.0,3.0,986.2333333333332
2026-01-10,248166626,17,0.0,17.0,1671.5882352941176
2026-01-10,248173261,11,0.0,11.0,1496.388181818182
2026-01-10,248591628,5,0.0,5.0,1701.0
2026-01-10,248591629,1,0.0,1.0,2016.0
2026-01-10,248639013,25,1.0,24.0,1729.692
2026-01-10,248639014,1,0.0,1.0,1485.0
2026-01-10,251889894,6,0.0,6.0,1954.9866666666667
2026-01-10,253236688,4,0.0,4.0,1992.0
2026-01-10,253237666,14,0.0,14.0,2021.142857142857
2026-01-10,258834337,52,1.0,51.0,1036.784716981132
2026-01-10,258834339,1,0.0,1.0,1118.0
2026-01-10,258836990,49,2.0,47.0,1108.6844897959184
2026-01-10,258836991,1,0.0,1.0,1702.0
2026-01-10,258850894,40,0.0,40.0,672.956
2026-01-10,262595711,15,0.0,15.0,1046.25
2026-01-10,262596137,15,2.0,13.0,1189.0
2026-01-10,262596138,2,0.0,2.0,1665.0
2026-01-10,266671578,3,0.0,3.0,1147.0
2026-01-10,278278778,5,0.0,5.0,2013.282
2026-01-10,278837827,3,0.0,3.0,979.8299999999999
2026-01-10,296818633,8,1.0,7.0,1159.0
2026-01-10,300294506,4,0.0,4.0,1481.75
2026-01-10,300294507,6,0.0,6.0,1277.0
2026-01-10,316614621,1,0.0,1.0,520.0
2026-01-10,331575070,1,0.0,1.0,882.0
2026-01-10,331575074,1,0.0,1.0,1040.0
2026-01-10,337308569,5,1.0,4.0,1462.6
2026-01-10,366813879,2,1.0,1.0,752.0
2026-01-10,366813884,10,0.0,10.0,396.015
2026-01-10,366813891,3,0.0,3.0,429.0
2026-01-10,366813893,1,0.0,1.0,448.0
2026-01-10,366813897,1,0.0,1.0,372.0
2026-01-10,366822992,1,0.0,1.0,410.0
2026-01-10,366822994,1,0.0,1.0,416.0
2026-01-10,366822996,3,0.0,3.0,501.0
2026-01-10,370413854,2,0.0,2.0,926.0
2026-01-10,377242343,1,0.0,1.0,425.0
2026-01-10,377242345,7,0.0,7.0,529.0
2026-01-10,377242549,1,0.0,1.0,902.0
2026-01-10,384494969,2,0.0,2.0,798.0
2026-01-10,444461581,19,1.0,18.0,1887.4484210526314
2026-01-10,467007550,1,0.0,1.0,1540.0
2026-01-10,468506772,3,0.0,3.0,1602.0
2026-01-10,471342171,3,0.0,3.0,2928.0
2026-01-10,474397318,28,0.0,28.0,1723.4206896551723
2026-01-10,474629420,13,0.0,13.0,1727.3076923076924
2026-01-10,475748707,4,0.0,4.0,1601.0
2026-01-10,475759397,17,0.0,17.0,1802.890588235294
2026-01-10,480012919,2,0.0,2.0,972.0
2026-01-10,504801009,10,1.0,9.0,950.0
2026-01-10,516856408,24,0.0,24.0,2327.0
2026-01-10,516856409,1,0.0,1.0,1846.0
2026-01-10,528912182,27,0.0,27.0,1146.3696296296296
2026-01-10,528912186,29,0.0,29.0,1087.4103448275862
2026-01-10,528912198,22,2.0,20.0,564.3654545454546
2026-01-10,541096165,4,0.0,4.0,2242.0
2026-01-10,541096166,5,1.0,4.0,1899.9883333333335
2026-01-10,541096167,2,0.0,2.0,1740.0
2026-01-10,549254419,21,0.0,21.0,1632.002857142857
2026-01-10,585840780,3,1.0,2.0,976.7666666666668
2026-01-10,585840782,3,0.0,3.0,1000.0300000000001
2026-01-10,585840783,1,2.0,-1.0,950.0
2026-01-10,649988707,8,0.0,8.0,2087.5
2026-01-10,681642682,3,0.0,3.0,2100.0
2026-01-10,724729234,3,0.0,3.0,2160.0
2026-01-11,218456964,2,0.0,2.0,401.0
2026-01-11,218467926,1,0.0,1.0,516.0
2026-01-11,219033581,5,0.0,5.0,1958.0
2026-01-11,219037028,3,0.0,3.0,2009.0
2026-01-11,220783118,9,0.0,9.0,2025.888888888889
2026-01-11,220783121,3,0.0,3.0,2090.0
2026-01-11,220783128,3,0.0,3.0,1960.0
2026-01-11,220783129,1,0.0,1.0,1924.0
2026-01-11,220796910,5,0.0,5.0,1085.0
2026-01-11,220796916,18,0.0,18.0,1183.9877777777776
2026-01-11,220796924,17,0.0,17.0,1108.6964705882353
2026-01-11,220796929,8,0.0,8.0,1052.0
2026-01-11,221216505,1,0.0,1.0,1861.0
2026-01-11,221216935,5,0.0,5.0,1858.0
2026-01-11,221217363,9,0.0,9.0,1138.9877777777776
2026-01-11,223302777,7,0.0,7.0,1076.0
2026-01-11,223611903,2,0.0,2.0,1680.0
2026-01-11,247803776,4,0.0,4.0,986.0875
2026-01-11,248166626,33,0.0,33.0,1675.7763636363636
2026-01-11,248173261,21,1.0,20.0,1513.4238095238095
2026-01-11,248591628,7,1.0,6.0,1715.57
2026-01-11,248591629,3,0.0,3.0,2016.0
2026-01-11,248639013,22,0.0,22.0,1787.6122727272727
2026-01-11,251889892,6,0.0,6.0,1299.0
2026-01-11,251889894,7,0.0,7.0,1954.9885714285715
2026-01-11,253236688,7,0.0,7.0,1764.0
2026-01-11,253237666,9,0.0,9.0,2030.0
2026-01-11,258834337,58,3.0,55.0,1025.332372881356
